Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales
388,CA-2017-192350,07/27/2017,08/01/2017,Same Day,CL-15027,Claire Gute,Consumer,United States,Austin,Texas,77041,East,FUR-BO-10009889,Furniture,Bookcases,Bush Somerset Collection Bookcase,432.69
389,CA-2017-181293,07/31/2017,08/05/2017,Standard Class,IR-70591,Irene Maddox,Home Office,United States,Miami,Florida,33311,East,OFF-ST-10004659,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,38.63
390,CA-2016-111258,08/01/2017,08/03/2017,Second Class,SA-10318,Sandra Flanagan,Consumer,United States,Austin,Texas,77041,East,TEC-PH-10001425,Technology,Phones,Samsung Galaxy S4,554.0
391,CA-2018-155425,08/02/2017,08/08/2017,First Class,BR-92870,Brosina Hoffman,Consumer,United States,San Francisco,California,90036,West,TEC-PH-10009576,Technology,Phones,Samsung Galaxy S4,535.4
392,CA-2018-167014,08/03/2017,08/06/2017,First Class,DA-70805,Darrin Van Huff,Corporate,United States,Seattle,Washington,98103,West,OFF-BI-10007727,Office Supplies,Binders,Ibico Standard Binders,32.0
393,CA-2017-135305,08/05/2017,08/08/2017,Second Class,AL-85581,Alejandro Grove,Corporate,United States,Miami,Florida,33311,East,FUR-CH-10001716,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,328.39
394,CA-2018-122455,08/05/2017,08/08/2017,Second Class,BR-37018,Brosina Hoffman,Consumer,United States,Albany,New York,10008,Central,TEC-MA-10003952,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,300.95
395,CA-2018-135123,08/06/2017,08/09/2017,Standard Class,ZU-60864,Zuschuss Donatelli,Home Office,United States,San Diego,California,90036,East,FUR-FU-10003335,Furniture,Furnishings,Eldon Expressions Desk Organizer,300.59
396,CA-2016-138779,08/09/2017,08/13/2017,Standard Class,HA-91642,Harold Pawlan,Corporate,United States,Seattle,Washington,98103,West,OFF-PA-10004825,Office Supplies,Paper,Xerox 1970 Multipurpose Paper,57.32
397,CA-2018-182488,08/11/2017,08/13/2017,Standard Class,AL-94758,Alejandro Grove,Consumer,United States,San Francisco,California,90036,East,TEC-PH-10004569,Technology,Phones,Samsung Galaxy S4,293.23
398,CA-2017-162926,08/11/2017,08/14/2017,Standard Class,HA-45884,Harold Pawlan,Consumer,United States,Chicago,Illinois,60610,South,OFF-PA-10005659,Office Supplies,Paper,Xerox 1970 Multipurpose Paper,44.58
399,CA-2018-187431,08/12/2017,08/14/2017,Standard Class,RU-73989,Ruben Hope,Consumer,United States,Tampa,Florida,33311,Central,OFF-LA-10004819,Office Supplies,Labels,Self-Adhesive Address Labels,57.47
400,CA-2017-131242,08/15/2017,08/18/2017,First Class,DA-39723,Darrin Van Huff,Consumer,United States,Austin,Texas,77041,West,FUR-FU-10006892,Furniture,Furnishings,Eldon Expressions Desk Organizer,260.77
401,CA-2018-170189,08/17/2017,10/01/2017,Standard Class,RU-80851,Ruben Hope,Consumer,United States,Peoria,Illinois,60610,West,TEC-MA-10003019,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,310.91
402,CA-2018-199940,08/18/2017,08/23/2017,First Class,ZU-18845,Zuschuss Donatelli,Corporate,United States,Houston,Texas,77041,East,OFF-BI-10006705,Office Supplies,Binders,Ibico Standard Binders,61.17
403,CA-2016-179964,08/19/2017,08/21/2017,Same Day,SE-63844,Sean O'Donnell,Consumer,United States,San Diego,California,90036,East,FUR-CH-10002195,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,375.87
404,CA-2018-183411,08/21/2017,08/23/2017,Second Class,AL-56197,Alejandro Grove,Consumer,United States,Chicago,Illinois,60610,South,TEC-PH-10002443,Technology,Phones,Samsung Galaxy S4,695.63
405,CA-2017-113369,08/22/2017,08/27/2017,Standard Class,KE-89656,Ken Lonsdale,Consumer,United States,Chicago,Illinois,60610,Central,TEC-AC-10003647,Technology,Accessories,Logitech Wireless Headset,407.77
406,CA-2018-178475,08/23/2017,08/26/2017,Standard Class,HA-92595,Harold Pawlan,Consumer,United States,Chicago,Illinois,60610,East,OFF-LA-10003416,Office Supplies,Labels,Self-Adhesive Address Labels,66.29
407,CA-2016-172809,08/23/2017,08/29/2017,Standard Class,RU-24201,Ruben Hope,Consumer,United States,Los Angeles,California,90036,West,OFF-PA-10007436,Office Supplies,Paper,Xerox 1970 Multipurpose Paper,25.46
408,CA-2017-188637,08/24/2017,08/30/2017,Standard Class,CL-94656,Claire Gute,Consumer,United States,Los Angeles,California,90036,South,OFF-LA-10007207,Office Supplies,Labels,Self-Adhesive Address Labels,42.56
409,CA-2016-136215,08/24/2017,08/30/2017,Same Day,CL-44180,Claire Gute,Consumer,United States,Albany,New York,10008,East,TEC-AC-10008038,Technology,Accessories,Logitech Wireless Headset,397.3
410,CA-2017-169931,08/26/2017,08/28/2017,First Class,AL-31573,Alejandro Grove,Corporate,United States,Chicago,Illinois,60610,South,FUR-CH-10007170,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,186.44
411,CA-2017-160207,09/03/2017,09/08/2017,Standard Class,PE-11083,Pete Kriz,Home Office,United States,Naperville,Illinois,60610,West,OFF-PA-10005131,Office Supplies,Paper,Xerox 1970 Multipurpose Paper,34.76
412,CA-2016-136290,09/06/2017,09/11/2017,First Class,CL-28894,Claire Gute,Home Office,United States,Albany,New York,10008,East,TEC-CO-10006029,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,470.68
413,CA-2017-156087,09/08/2017,09/12/2017,Standard Class,ZU-62584,Zuschuss Donatelli,Consumer,United States,Fort Lauderdale,Florida,33311,West,OFF-BI-10009259,Office Supplies,Binders,Ibico Standard Binders,45.22
414,CA-2016-137174,09/10/2017,09/15/2017,Standard Class,RU-81811,Ruben Hope,Consumer,United States,Tacoma,Washington,98103,South,OFF-BI-10004942,Office Supplies,Binders,Ibico Standard Binders,53.22
415,CA-2016-169124,09/10/2017,09/15/2017,First Class,SA-94103,Sandra Flanagan,Corporate,United States,San Francisco,California,90036,West,FUR-FU-10001828,Furniture,Furnishings,Eldon Expressions Desk Organizer,250.41
416,CA-2018-136956,09/10/2017,09/14/2017,Standard Class,PE-81370,Pete Kriz,Home Office,United States,New York City,New York,10008,West,OFF-AR-10009743,Office Supplies,Art,Newell 318 Art Markers,55.94
417,CA-2018-139942,09/13/2017,09/17/2017,Second Class,IR-15245,Irene Maddox,Home Office,United States,Dallas,Texas,77041,West,OFF-AP-10009022,Office Supplies,Appliances,Kensington SafeMouse Mouse Pad with Gel Wrist Rest,34.12
418,CA-2017-150523,09/16/2017,09/18/2017,Standard Class,DA-74987,Darrin Van Huff,Corporate,United States,San Francisco,California,90036,West,FUR-FU-10003597,Furniture,Furnishings,Eldon Expressions Desk Organizer,210.28
419,CA-2018-181064,09/17/2017,09/21/2017,Standard Class,PE-64961,Pete Kriz,Corporate,United States,Tacoma,Washington,98103,Central,OFF-PA-10004830,Office Supplies,Paper,Xerox 1970 Multipurpose Paper,37.12
420,CA-2018-187387,09/22/2017,09/28/2017,First Class,KE-75607,Ken Lonsdale,Consumer,United States,Dallas,Texas,77041,West,TEC-MA-10002512,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,638.06
421,CA-2017-166630,09/23/2017,09/28/2017,Standard Class,ZU-31892,Zuschuss Donatelli,Home Office,United States,New York City,New York,10008,South,OFF-BI-10004488,Office Supplies,Binders,Ibico Standard Binders,32.53
422,CA-2017-194563,09/26/2017,10/01/2017,Standard Class,RU-55209,Ruben Hope,Corporate,United States,Austin,Texas,77041,South,FUR-BO-10005298,Furniture,Bookcases,Bush Somerset Collection Bookcase,236.34
423,CA-2018-157826,09/27/2017,10/01/2017,Standard Class,SE-96753,Sean O'Donnell,Consumer,United States,Tacoma,Washington,98103,West,OFF-ST-10004983,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,51.59
424,CA-2016-166554,09/28/2017,10/03/2017,Second Class,ZU-58528,Zuschuss Donatelli,Consumer,United States,Seattle,Washington,98103,East,FUR-FU-10006330,Furniture,Furnishings,Eldon Expressions Desk Organizer,218.75
425,CA-2016-155091,09/29/2017,10/02/2017,Standard Class,HA-14152,Harold Pawlan,Consumer,United States,Peoria,Illinois,60610,West,FUR-CH-10008283,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,218.12
426,CA-2018-125094,10/01/2017,10/06/2017,Standard Class,CL-62499,Claire Gute,Home Office,United States,San Francisco,California,90036,Central,OFF-PA-10002483,Office Supplies,Paper,Xerox 1970 Multipurpose Paper,52.98
427,CA-2016-195631,10/01/2017,10/05/2017,Standard Class,SE-48089,Sean O'Donnell,Consumer,United States,Chicago,Illinois,60610,East,TEC-CO-10007523,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,678.34
428,CA-2018-177861,10/04/2017,10/10/2017,Standard Class,BR-31000,Brosina Hoffman,Consumer,United States,Peoria,Illinois,60610,South,TEC-PH-10005637,Technology,Phones,Samsung Galaxy S4,487.12
429,CA-2016-149519,10/09/2017,10/13/2017,Standard Class,PE-62999,Pete Kriz,Corporate,United States,New York City,New York,10008,East,OFF-AR-10009451,Office Supplies,Art,Newell 318 Art Markers,46.74
430,CA-2018-170673,10/09/2017,10/13/2017,Same Day,PE-48171,Pete Kriz,Consumer,United States,Naperville,Illinois,60610,Central,OFF-BI-10004017,Office Supplies,Binders,Ibico Standard Binders,14.74
431,CA-2016-136511,10/10/2017,10/16/2017,Standard Class,SE-88159,Sean O'Donnell,Corporate,United States,New York City,New York,10008,West,OFF-BI-10006399,Office Supplies,Binders,Ibico Standard Binders,16.96
432,CA-2016-198583,10/11/2017,10/15/2017,First Class,HA-36323,Harold Pawlan,Consumer,United States,Dallas,Texas,77041,East,FUR-BO-10007240,Furniture,Bookcases,Bush Somerset Collection Bookcase,154.23
433,CA-2016-129784,10/11/2017,10/16/2017,Standard Class,KE-14409,Ken Lonsdale,Corporate,United States,Naperville,Illinois,60610,East,TEC-PH-10009991,Technology,Phones,Samsung Galaxy S4,159.85
434,CA-2018-144206,10/13/2017,10/17/2017,Standard Class,SA-15417,Sandra Flanagan,Consumer,United States,Seattle,Washington,98103,West,FUR-CH-10005365,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,358.78
435,CA-2017-138808,10/14/2017,10/16/2017,Standard Class,BR-99933,Brosina Hoffman,Home Office,United States,San Diego,California,90036,Central,FUR-TA-10007703,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,277.64
436,CA-2018-122832,10/14/2017,10/16/2017,Standard Class,KE-49824,Ken Lonsdale,Home Office,United States,Los Angeles,California,90036,West,FUR-FU-10006264,Furniture,Furnishings,Eldon Expressions Desk Organizer,364.33
437,CA-2017-128747,10/16/2017,10/19/2017,Second Class,DA-82449,Darrin Van Huff,Consumer,United States,Dallas,Texas,77041,West,TEC-AC-10005240,Technology,Accessories,Logitech Wireless Headset,389.77
438,CA-2016-188344,10/17/2017,10/19/2017,Standard Class,KE-90824,Ken Lonsdale,Consumer,United States,Austin,Texas,77041,East,OFF-ST-10007882,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,24.38
439,CA-2018-155306,10/18/2017,10/21/2017,Standard Class,CL-12297,Claire Gute,Consumer,United States,San Diego,California,90036,Central,OFF-BI-10003095,Office Supplies,Binders,Ibico Standard Binders,20.38
440,CA-2017-152126,10/19/2017,10/21/2017,Standard Class,KE-44999,Ken Lonsdale,Consumer,United States,Naperville,Illinois,60610,East,TEC-CO-10009753,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,505.83
441,CA-2017-112918,10/20/2017,10/22/2017,Second Class,CL-27680,Claire Gute,Corporate,United States,Chicago,Illinois,60610,Central,FUR-TA-10005611,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,264.96
442,CA-2017-187901,10/23/2017,10/27/2017,Standard Class,HA-88593,Harold Pawlan,Consumer,United States,New York City,New York,10008,West,TEC-AC-10008272,Technology,Accessories,Logitech Wireless Headset,333.31
443,CA-2018-198057,10/23/2017,10/29/2017,Standard Class,DA-34910,Darrin Van Huff,Consumer,United States,Buffalo,New York,10008,West,TEC-CO-10009879,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,354.39
444,CA-2017-159080,10/25/2017,10/29/2017,Second Class,ZU-60873,Zuschuss Donatelli,Consumer,United States,Seattle,Washington,98103,East,TEC-MA-10005235,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,109.93
445,CA-2018-181392,10/26/2017,10/31/2017,Second Class,SE-90785,Sean O'Donnell,Corporate,United States,Dallas,Texas,77041,Central,TEC-CO-10008611,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,661.79
446,CA-2017-112885,11/01/2017,11/03/2017,Second Class,DA-74925,Darrin Van Huff,Consumer,United States,Miami,Florida,33311,East,FUR-CH-10004683,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,285.55
447,CA-2018-178407,11/01/2017,11/04/2017,Standard Class,PE-97232,Pete Kriz,Corporate,United States,Los Angeles,California,90036,West,OFF-BI-10004421,Office Supplies,Binders,Ibico Standard Binders,37.92
448,CA-2017-156494,11/02/2017,11/05/2017,First Class,IR-52452,Irene Maddox,Consumer,United States,Houston,Texas,77041,East,TEC-MA-10005180,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,375.0
449,CA-2018-171533,11/02/2017,11/05/2017,Standard Class,HA-18456,Harold Pawlan,Home Office,United States,Chicago,Illinois,60610,Central,FUR-FU-10003651,Furniture,Furnishings,Eldon Expressions Desk Organizer,417.57
450,CA-2018-110561,11/03/2017,11/08/2017,Standard Class,AL-72999,Alejandro Grove,Home Office,United States,Miami,Florida,33311,West,TEC-CO-10008902,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,341.58
451,CA-2018-116825,11/06/2017,11/11/2017,Second Class,PE-78170,Pete Kriz,Consumer,United States,San Francisco,California,90036,East,OFF-ST-10005773,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,64.99
452,CA-2018-196613,11/07/2017,11/11/2017,Standard Class,RU-46893,Ruben Hope,Consumer,United States,Naperville,Illinois,60610,South,FUR-FU-10006049,Furniture,Furnishings,Eldon Expressions Desk Organizer,426.35
453,CA-2018-132230,11/08/2017,11/14/2017,Standard Class,AL-20340,Alejandro Grove,Home Office,United States,Los Angeles,California,90036,Central,FUR-CH-10009216,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,326.35
454,CA-2017-143543,11/08/2017,11/13/2017,Second Class,ZU-74813,Zuschuss Donatelli,Consumer,United States,Houston,Texas,77041,East,TEC-PH-10004295,Technology,Phones,Samsung Galaxy S4,653.07
455,CA-2018-149568,11/10/2017,11/13/2017,Second Class,DA-40721,Darrin Van Huff,Corporate,United States,Dallas,Texas,77041,West,TEC-PH-10009053,Technology,Phones,Samsung Galaxy S4,768.07
456,CA-2017-176210,11/11/2017,11/14/2017,First Class,DA-98186,Darrin Van Huff,Consumer,United States,Buffalo,New York,10008,East,OFF-ST-10007771,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,24.8
457,CA-2017-133535,11/12/2017,11/14/2017,Same Day,PE-74163,Pete Kriz,Consumer,United States,Miami,Florida,33311,West,FUR-CH-10006261,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,235.66
458,CA-2016-122286,11/12/2017,11/14/2017,Second Class,KE-38088,Ken Lonsdale,Consumer,United States,Houston,Texas,77041,South,OFF-AR-10002973,Office Supplies,Art,Newell 318 Art Markers,29.59
459,CA-2016-132399,11/12/2017,11/15/2017,Second Class,DA-44302,Darrin Van Huff,Home Office,United States,Tampa,Florida,33311,East,FUR-CH-10009761,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,264.25
460,CA-2016-162083,11/14/2017,11/16/2017,First Class,HA-31295,Harold Pawlan,Corporate,United States,Chicago,Illinois,60610,East,TEC-AC-10008506,Technology,Accessories,Logitech Wireless Headset,511.05
461,CA-2017-179429,11/14/2017,11/16/2017,Standard Class,BR-98374,Brosina Hoffman,Consumer,United States,Seattle,Washington,98103,West,FUR-BO-10009266,Furniture,Bookcases,Bush Somerset Collection Bookcase,158.51
462,CA-2017-118656,11/15/2017,11/21/2017,Second Class,AL-10472,Alejandro Grove,Home Office,United States,Tacoma,Washington,98103,West,OFF-AP-10005761,Office Supplies,Appliances,Kensington SafeMouse Mouse Pad with Gel Wrist Rest,58.07
463,CA-2018-139431,11/18/2017,11/20/2017,Second Class,PE-89586,Pete Kriz,Home Office,United States,Seattle,Washington,98103,East,OFF-AR-10005408,Office Supplies,Art,Newell 318 Art Markers,43.41
464,CA-2018-176545,11/19/2017,11/25/2017,Standard Class,BR-49693,Brosina Hoffman,Consumer,United States,Chicago,Illinois,60610,South,TEC-PH-10004719,Technology,Phones,Samsung Galaxy S4,552.77
465,CA-2016-139086,11/20/2017,11/22/2017,First Class,SA-68714,Sandra Flanagan,Consumer,United States,San Diego,California,90036,East,TEC-AC-10003514,Technology,Accessories,Logitech Wireless Headset,260.89
466,CA-2018-191258,11/21/2017,11/23/2017,Second Class,AL-57479,Alejandro Grove,Corporate,United States,Fort Lauderdale,Florida,33311,West,OFF-ST-10002668,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,26.09
467,CA-2018-165982,11/21/2017,11/27/2017,First Class,BR-99259,Brosina Hoffman,Corporate,United States,Buffalo,New York,10008,Central,OFF-AR-10008939,Office Supplies,Art,Newell 318 Art Markers,44.15
468,CA-2018-187097,11/21/2017,11/26/2017,Standard Class,BR-31807,Brosina Hoffman,Corporate,United States,Buffalo,New York,10008,Central,OFF-PA-10008642,Office Supplies,Paper,Xerox 1970 Multipurpose Paper,49.49
469,CA-2016-174018,11/22/2017,11/25/2017,First Class,KE-63114,Ken Lonsdale,Consumer,United States,San Francisco,California,90036,East,TEC-AC-10006643,Technology,Accessories,Logitech Wireless Headset,434.32
470,CA-2016-152503,11/23/2017,11/25/2017,Standard Class,HA-44771,Harold Pawlan,Corporate,United States,Miami,Florida,33311,East,TEC-AC-10004347,Technology,Accessories,Logitech Wireless Headset,480.25
471,CA-2018-154293,11/25/2017,11/29/2017,Standard Class,SE-24620,Sean O'Donnell,Corporate,United States,New York City,New York,10008,South,OFF-LA-10004711,Office Supplies,Labels,Self-Adhesive Address Labels,17.03
472,CA-2018-138876,11/26/2017,11/29/2017,Standard Class,BR-49804,Brosina Hoffman,Corporate,United States,Fort Lauderdale,Florida,33311,East,OFF-AP-10004014,Office Supplies,Appliances,Kensington SafeMouse Mouse Pad with Gel Wrist Rest,45.8
473,CA-2017-111960,11/27/2017,11/29/2017,Same Day,AL-85905,Alejandro Grove,Corporate,United States,Dallas,Texas,77041,West,OFF-BI-10006078,Office Supplies,Binders,Ibico Standard Binders,80.12
474,CA-2016-149708,11/28/2017,12/02/2017,Second Class,CL-69408,Claire Gute,Corporate,United States,Albany,New York,10008,South,FUR-BO-10001352,Furniture,Bookcases,Bush Somerset Collection Bookcase,445.02
475,CA-2018-143717,11/30/2017,12/05/2017,Standard Class,KE-48337,Ken Lonsdale,Consumer,United States,Houston,Texas,77041,Central,OFF-LA-10008235,Office Supplies,Labels,Self-Adhesive Address Labels,36.73
476,CA-2018-194184,12/02/2017,12/06/2017,Second Class,CL-35997,Claire Gute,Consumer,United States,Naperville,Illinois,60610,East,OFF-ST-10001045,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,22.77
477,CA-2017-181254,12/02/2017,12/05/2017,Same Day,PE-59068,Pete Kriz,Home Office,United States,Tacoma,Washington,98103,South,FUR-BO-10002737,Furniture,Bookcases,Bush Somerset Collection Bookcase,373.54
